foodid,annotated_food_name,dietary_supplement_cat,dietary_supplement_subcat,breakfast_cereal_cat,breakfast_cereal_subcat,side_dish_cat,side_dish_subcat,condiment_cat,condiment_subcat,beverage_cat,beverage_subcat,snack_cat,snack_subcat,dessert_cat,dessert_subcat,fast_food_brand_cat,fast_food_brand_subcat,snack_brand_cat,snack_brand_subcat,herb_spice_cat,herb_spice_subcat,staple_cat,staple_subcat,meat_cat,meat_subcat,egg_dairy_cat,egg_dairy_subcat,vegetable_cat,vegetable_subcat,mushroom_cat,mushroom_subcat,fruit_cat,fruit_subcat,nut_seed_cat,nut_seed_subcat,bean_legume_cat,bean_legume_subcat,preparation_cat,preparation_subcat,volume_q,volume_unit,mass_q,mass_unit,length_q,length_unit,serving_q,serving_unit,calories,fat,carbs,sodium,potassium,fiber,sugar,protein,calcium,iron
4452,"{""herb_spice__herbs"": 1, ""fruit"": 1, ""fruit__tropical__olive"": 1, ""herb_spice"": 1, ""herb_spice__herbs__garlic"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,8,8,-,-,0,0,0,-,-
4453,"{""condiment__condiment__salsa"": 1, ""egg_dairy"": 1, ""condiment__condiment"": 1, ""condiment__condiment__ranch"": 1, ""egg_dairy__dairy_product__yogurt"": 1, ""condiment"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,29.57,milliliter,30.00,gram,-,-,-,-,45,3,3,-,-,0,2,1,-,-
4454,"{""fruit__temperate"": 1, ""fruit__temperate__apple"": 1, ""vegetable__leafy_salad"": 1, ""fruit"": 1, ""vegetable__leafy_salad__grape"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,leafy_salad,-,-,fruit,temperate,-,-,-,-,-,-,236.59,milliliter,95.00,gram,-,-,-,-,59,0,16,-,-,1,12,0,-,-
4455,"{""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__pizza"": 1, ""fast_food_brand__fast_food__hungry_howies"": 1, ""meat__sausage"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1, ""meat__sausage__pepperoni"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,meat,sausage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,slice,146,6,0,-,-,1,0,7,-,-
4456,"{""vegetable"": 1, ""preparation__mechanical__chopped"": 1, ""preparation__mechanical"": 1, ""herb_spice__peppers"": 1, ""vegetable__bulb_stem_vegetables"": 1, ""preparation"": 1, ""vegetable__bulb_stem_vegetables__onion"": 1, ""herb_spice"": 1, ""herb_spice__peppers__pepper"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,peppers,-,-,-,-,-,-,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,79.00,gram,-,-,-,-,25,0,5,-,-,0,3,0,-,-
4457,"{""beverage__chocolate__chocolate_milk"": 1, ""beverage__chocolate"": 1, ""preparation__fat__reduced"": 1, ""preparation"": 1, ""beverage"": 1, ""preparation__fat"": 1}",-,-,-,-,-,-,-,-,beverage,chocolate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,fat,-,-,249.48,gram,-,-,-,-,88,0,8,-,-,1,7,12,-,-
4458,"{""fruit__tropical__orange"": 1, ""fruit__mediterranean"": 1, ""fruit__tropical__tangerine"": 1, ""fruit"": 1, ""fruit__mediterranean__clementine"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,84.00,gram,-,-,-,-,37,0,9,-,-,1,7,1,-,-
4459,"{""meat"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""meat__sausage"": 1, ""meat__sausage__salami"": 1, ""preparation__mechanical__sliced"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,sausage,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,30.00,gram,-,-,-,-,118,11,0,-,-,1,0,6,-,-
4460,"{""fruit"": 1, ""fruit__berry__raspberry"": 1, ""fruit__berry"": 1, ""dietary_supplement__supplements__emergen_c"": 1, ""dietary_supplement"": 1, ""dietary_supplement__supplements"": 1}",dietary_supplement,supplements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,-,-,-,-,1.00,packet,25,0,6,-,-,0,5,0,-,-
4461,"{""preparation__mechanical__chopped"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""fruit"": 1, ""fruit__tropical__olive"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,preparation,mechanical,39.42,milliliter,15.00,gram,-,-,-,-,50,5,2,-,-,0,0,0,-,-
4462,"{""meat__meat"": 1, ""meat__pork"": 1, ""meat__pork__ham"": 1, ""meat"": 1, ""meat__meat__meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,meat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,-,-,60,2,1,-,-,0,1,10,-,-
4463,"{""fruit__temperate"": 1, ""fruit__temperate__apple"": 1, ""fruit"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food__subway"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,68.00,gram,-,-,1.00,bag,35,0,9,-,-,2,7,0,-,-
4464,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__confectionery__chewing_gum"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,5,0,0,-,-,0,0,0,-,-
4465,"{""staple__wheat"": 1, ""fast_food_brand__fast_food__white_castle"": 1, ""staple__wheat__sandwich"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,pkg,310,17,26,-,-,1,3,14,-,-
4466,"{""staple__wheat"": 1, ""staple__wheat__bread"": 1, ""staple__wheat__flatbread"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food__subway"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220,5,38,-,-,2,2,7,-,-
4467,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""side_dish__soup"": 1, ""vegetable__bulb_stem_vegetables__onion"": 1, ""vegetable__bulb_stem_vegetables"": 1, ""staple"": 1, ""side_dish"": 1, ""staple__wheat__crouton"": 1, ""vegetable"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""side_dish__soup__soup"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,egg_dairy,dairy_product,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,-,-,177.44,milliliter,-,-,-,-,-,-,160,8,17,-,-,1,7,6,-,-
4468,"{""staple__wheat"": 1, ""fruit__mediterranean"": 1, ""staple__wheat__bread"": 1, ""fruit__mediterranean__raisin"": 1, ""fruit"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,fruit,mediterranean,-,-,-,-,-,-,-,-,-,-,-,-,0.60,slice,33,0,0,-,-,0,2,0,-,-
4469,"{""staple__wheat"": 1, ""staple__wheat__tortilla"": 1, ""side_dish__soup"": 1, ""staple"": 1, ""side_dish"": 1, ""side_dish__soup__soup"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,190,6,17,-,-,5,-,16,-,-
4470,"{""staple__wheat"": 1, ""meat"": 1, ""side_dish__soup"": 1, ""staple"": 1, ""staple__wheat__noodle"": 1, ""side_dish"": 1, ""meat__shellfish"": 1, ""side_dish__soup__soup"": 1, ""meat__shellfish__shrimp"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257.98,gram,-,-,-,-,260,4,41,-,-,3,-,15,-,-
4471,"{""staple__wheat__rigatoni"": 1, ""staple__wheat__pasta"": 1, ""staple__wheat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.18,gram,-,-,-,-,100,1,21,-,-,1,-,4,-,-
4472,"{""snack__snack"": 1, ""snack"": 1, ""staple__wheat__tortilla"": 1, ""snack__snack__corn_chip"": 1, ""staple__wheat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.17,gram,-,-,-,-,85,5,8,-,-,2,-,1,-,-
4473,"{""meat"": 1, ""meat__fish__cod"": 1, ""beverage"": 1, ""meat__fish"": 1, ""beverage__alcohol__beer"": 1, ""beverage__alcohol"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,meat,fish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.53,gram,-,-,2.00,piece,320,14,30,-,-,0,-,18,-,-
4474,"{""nut_seed__nut"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""nut_seed"": 1, ""fruit"": 1, ""fruit__tropical__macadamia"": 1, ""dessert__confectionery"": 1, ""nut_seed__nut__nut"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,nut_seed,nut,-,-,-,-,-,-,-,-,-,-,2.00,piece,115,8,11,-,-,1,-,2,-,-
4475,"{""preparation__dry"": 1, ""meat__beef__beef"": 1, ""meat"": 1, ""meat__beef__sirloin"": 1, ""meat__beef"": 1, ""preparation"": 1, ""preparation__dry__broiled"": 1, ""meat__beef__tri_tip"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,56.00,gram,-,-,-,-,140,7,0,-,-,0,-,17,-,-
4476,"{""staple__wheat__burger"": 1, ""staple__wheat"": 1, ""meat"": 1, ""meat__beef__sirloin"": 1, ""meat__beef"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151.00,gram,-,-,-,-,330,23,0,-,-,0,-,30,-,-
4477,"{""preparation__mechanical__pureed"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""vegetable__fruits__avocado"": 1, ""vegetable"": 1, ""vegetable__fruits"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,fruits,-,-,-,-,-,-,-,-,preparation,mechanical,59.15,milliliter,-,-,-,-,-,-,92,8,5,-,-,4,-,1,-,-
4478,"{""egg_dairy"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""vegetable"": 1, ""vegetable__fruits__tomato"": 1, ""egg_dairy__dairy_product"": 1, ""vegetable__fruits"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,vegetable,fruits,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,165,8,20,-,-,0,-,5,-,-
4479,"{""beverage__alcohol__rum"": 1, ""fruit"": 1, ""beverage"": 1, ""fruit__tropical"": 1, ""beverage__alcohol"": 1, ""fruit__tropical__coconut"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,28.35,gram,-,-,-,-,51,0,5,-,-,0,-,0,-,-
4480,"{""staple__root_tuber"": 1, ""preparation__wet__boiled"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""staple__root_tuber__sweet_potato"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,wet,-,-,66.00,gram,-,-,-,-,50,0,12,-,-,2,-,1,-,-
4481,"{""beverage__alcohol__bloody_mary"": 1, ""beverage"": 1, ""beverage__alcohol"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,340.19,gram,-,-,-,-,70,0,16,930,-,3,-,3,-,-
4482,"{""beverage"": 1, ""beverage__soft_drink__soda"": 1, ""beverage__soft_drink"": 1, ""beverage__soft_drink__7_up"": 1}",-,-,-,-,-,-,-,-,beverage,soft_drink,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,453.59,gram,-,-,-,-,187,0,52,60,-,0,-,0,-,-
4483,"{""egg_dairy"": 1, ""staple__root_tuber"": 1, ""side_dish__soup"": 1, ""egg_dairy__dairy_product__cheddar"": 1, ""staple"": 1, ""side_dish"": 1, ""staple__root_tuber__potato"": 1, ""side_dish__soup__soup"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,473.18,milliliter,-,-,-,-,-,-,360,12,60,1960,-,6,-,4,-,-
4484,"{""breakfast_cereal"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""breakfast_cereal__breakfast_cereal__granola"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""herb_spice__spices__vanilla"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.15,milliliter,-,-,-,-,-,-,140,6,21,0,-,2,-,3,-,-
4485,"{""fast_food_brand__fast_food__a_w"": 1, ""vegetable__bulb_stem_vegetables"": 1, ""vegetable__bulb_stem_vegetables__onion"": 1, ""fast_food_brand"": 1, ""vegetable"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,ring,200,10,25,125,-,10,-,5,-,-
4486,"{""nut_seed__nut"": 1, ""side_dish__salad__salad"": 1, ""nut_seed"": 1, ""side_dish"": 1, ""side_dish__salad"": 1, ""nut_seed__nut__nut"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,-,-,-,-,0.33,container,109,7,8,162,-,1,-,3,-,-
4487,"{""staple__wheat"": 1, ""meat__shellfish__shrimp"": 1, ""meat__shellfish"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,sandwich,258,14,23,129,-,0,-,6,-,-
4488,"{""meat__shellfish__shrimp"": 1, ""staple__maize"": 1, ""meat__shellfish"": 1, ""staple__maize__taco"": 1, ""staple"": 1, ""meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,maize,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,taco,292,8,46,484,-,4,-,8,-,-
4489,"{""nut_seed__nut"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""nut_seed"": 1, ""nut_seed__nut__almond"": 1, ""fruit"": 1, ""dessert__confectionery"": 1, ""fruit__tropical__coconut"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,nut_seed,nut,-,-,-,-,-,-,-,-,-,-,1.00,bar,180,6,23,125,-,5,-,13,-,-
4490,"{""staple__wheat"": 1, ""meat__shellfish__shrimp"": 1, ""staple__wheat__noodle"": 1, ""meat__shellfish"": 1, ""staple"": 1, ""meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,350,8,55,1280,-,3,-,15,-,-
4491,"{""beverage__hot_beverage"": 1, ""beverage"": 1, ""beverage__hot_beverage__milk_tea"": 1}",-,-,-,-,-,-,-,-,beverage,hot_beverage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226.80,gram,-,-,-,-,160,6,25,0,-,0,-,4,-,-
4492,"{""egg_dairy"": 1, ""meat"": 1, ""staple__rice__rice"": 1, ""staple__rice"": 1, ""egg_dairy__dairy_product__butter"": 1, ""meat__poultry__chicken"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,poultry,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,270,8,33,940,-,2,-,18,-,-
4493,"{""herb_spice__herbs__savory"": 1, ""meat"": 1, ""herb_spice__herbs"": 1, ""meat__fish__salmon"": 1, ""meat__fish"": 1, ""herb_spice"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,-,-,meat,fish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,520,28,26,1570,-,-,0,45,-,-
4494,"{""meat__pork__ham"": 1, ""meat"": 1, ""meat__pork"": 1, ""fast_food_brand"": 1, ""meat__poultry__turkey"": 1, ""fast_food_brand__fast_food__subway"": 1, ""fast_food_brand__fast_food"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,640,16,86,2020,-,-,12,42,-,-
4495,"{""nut_seed__nut"": 1, ""condiment__condiment"": 1, ""nut_seed"": 1, ""condiment__condiment__salt"": 1, ""nut_seed__nut__cashew"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,42.17,gram,-,-,-,-,320,26,18,230,-,-,4,10,-,-
4496,"{""mushroom"": 1, ""staple__rice"": 1, ""staple__rice__rice"": 1, ""mushroom__mushroom__mushroom"": 1, ""mushroom__mushroom"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,mushroom,mushroom,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,150,1,25,200,-,-,1,3,-,-
4497,"{""snack__snack"": 1, ""snack"": 1, ""dessert"": 1, ""snack__snack__popcorn"": 1, ""dessert__confectionery__caramel_corn"": 1, ""dessert__confectionery"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,165,1,39,210,-,-,21,0,-,-
4498,"{""meat__shellfish__shrimp"": 1, ""meat"": 1, ""meat__shellfish"": 1, ""meat__shellfish__lobster"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,299,14,23,727,-,-,0,0,-,-
4499,"{""meat"": 1, ""herb_spice__herbs"": 1, ""fruit__tropical"": 1, ""fruit"": 1, ""fruit__tropical__olive"": 1, ""herb_spice"": 1, ""herb_spice__herbs__garlic"": 1, ""meat__poultry__chicken"": 1, ""herb_spice__herbs__rosemary"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,-,-,meat,poultry,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,560,20,30,1560,-,-,0,62,-,-
4500,"{""staple__wheat"": 1, ""staple"": 1, ""staple__wheat__macaroni"": 1, ""staple__wheat__hamburger"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,155,7,13,305,-,-,3,11,-,-
4501,"{""bean_legume"": 1, ""bean_legume__soy_product__edamame"": 1, ""vegetable__podded_vegetables__soybean"": 1, ""bean_legume__soy_product"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,bean_legume,soy_product,-,-,118.29,milliliter,-,-,-,-,-,-,100,3,9,30,-,-,1,8,-,-
4502,"{""herb_spice__herbs__dill"": 1, ""herb_spice__herbs"": 1, ""fruit"": 1, ""fruit__tropical__olive"": 1, ""herb_spice"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,42.35,gram,-,-,-,-,10,0,2,520,-,-,0,0,-,-
4503,"{""egg_dairy__egg"": 1, ""dessert"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy"": 1, ""dessert__cake"": 1, ""dessert__cake__waffle"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,-,-,egg_dairy,egg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,egg,199,15,2,211,-,-,2,13,-,-
4504,"{""egg_dairy"": 1, ""condiment__condiment"": 1, ""condiment__condiment__syrup"": 1, ""dessert__cake"": 1, ""egg_dairy__dairy_product__butter"": 1, ""dessert__cake__waffle"": 1, ""dessert"": 1, ""condiment"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,waffle,456,15,45,410,-,-,12,6,-,-
4505,"{""egg_dairy__egg"": 1, ""condiment__condiment__mayo"": 1, ""condiment__condiment"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,egg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,42,3,1,44,-,-,1,3,-,-
4506,"{""preparation__dry"": 1, ""egg_dairy"": 1, ""preparation__dry__smoked"": 1, ""egg_dairy__dairy_product__cheddar"": 1, ""preparation"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,28.35,gram,-,-,-,-,110,9,0,-,-,0,-,7,-,-
4507,"{""meat__beef__beef"": 1, ""meat__beef__strip_steak"": 1, ""meat"": 1, ""meat__beef"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.35,gram,-,-,-,-,51,2,0,-,-,0,-,9,-,-
4508,"{""preparation__dry"": 1, ""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__pita"": 1, ""preparation"": 1, ""meat__poultry__chicken"": 1, ""preparation__dry__grilled"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,-,-,-,-,-,-,362,3,54,-,-,13,-,29,-,-
4509,"{""staple__root_tuber"": 1, ""staple__root_tuber__potato"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""staple"": 1, ""vegetable__podded_vegetables__green_bean"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,60,1,11,-,-,3,-,2,-,-
4510,"{""snack__snack"": 1, ""snack"": 1, ""condiment__condiment"": 1, ""snack__snack__potato_chip"": 1, ""condiment__condiment__salt"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.18,gram,-,-,-,-,160,10,15,-,-,3,-,1,-,-
4511,"{""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__sub"": 1, ""meat__poultry__turkey"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,sandwich,200,5,23,-,-,4,-,23,-,-
